year,month,match_name,league_name,club_name,coach,country_name,manager,owner,apperances,wins,losts,drawn,networth
2010,April,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,5,2,346456
2010,May,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,346456
2010,June,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,3,4,346456
2010,July,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,346456
2010,August,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,1,1,346456
2010,September,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,2,5,346456
2010,October,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,1,3,346456
2010,November,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,8,0,0,346456
2010,December,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,3,1,3,346456
2011,January,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,4,0,745634
2011,February,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,8,0,0,745634
2011,March,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,5,3,0,745634
2011,April,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,3,4,745634
2011,May,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,3,3,745634
2011,June,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,2,4,745634
2011,July,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,3,3,2,745634
2011,August,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,1,1,745634
2011,September,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,745634
2011,October,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,2,4,745634
2011,November,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,745634
2011,December,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,0,1,745634
2012,January,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,3,1,456645
2012,February,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,1,3,4,456645
2012,March,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645
2012,April,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645
2012,May,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645
2012,June,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,5,1,2,456645
2012,July,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,5,1,2,456645
2012,August,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645
2012,September,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,6,2,0,456645
2012,October,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,2,5,1,456645
2012,November,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,7,1,0,456645
2012,December,Club,EPL,Liverpool,NA,NA,Kato Carver,Wyatt Joyner,8,4,3,1,456645
2010,January,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,2,5,1,745634
2010,February,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,2,5,1,745634
2010,March,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,4,3,745634
2010,April,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,5,3,745634
2010,May,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,8,0,745634
2010,June,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,3,1,745634
2010,July,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,7,0,1,745634
2010,August,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,6,0,2,745634
2010,September,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,8,0,0,745634
2010,October,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,3,0,745634
2010,November,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,2,3,745634
2010,December,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,2,6,745634
2011,January,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,2,2,876654
2011,February,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,3,0,876654
2011,March,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,2,5,876654
2011,April,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,3,2,876654
2011,May,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,3,4,876654
2011,June,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,3,4,876654
2011,July,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,2,3,3,876654
2011,August,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,2,5,876654
2011,September,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,8,0,0,876654
2011,October,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,2,1,876654
2011,November,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,6,1,1,876654
2011,December,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,2,6,876654
2012,January,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,4,0,568787
2012,February,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,0,3,568787
2012,March,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,8,0,0,568787
2012,April,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,3,2,568787
2012,May,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,7,0,1,568787
2012,June,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,3,2,3,568787
2012,July,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,7,1,0,568787
2012,August,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,5,0,3,568787
2012,September,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,6,0,2,568787
2012,October,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,1,4,3,568787
2012,November,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,0,3,5,568787
2012,December,Club,LA Liga,Malaga FC,NA,NA,Axel Farley,Graiden Rowe,8,4,1,3,568787
2010,January,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,7,1,0,674576
2010,February,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,5,2,674576
2010,March,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,7,1,0,674576
2010,April,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,674576
2010,May,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,1,3,674576
2010,June,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,4,2,674576
2010,July,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,5,1,674576
2010,August,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,3,1,4,674576
2010,September,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,674576
2010,October,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,3,2,3,674576
2010,November,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,1,1,674576
2010,December,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,6,1,674576
2011,January,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,5,0,3,865745
2011,February,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,2,5,865745
2011,March,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,4,3,865745
2011,April,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,5,1,865745
2011,May,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,865745
2011,June,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,5,2,1,865745
2011,July,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,2,0,865745
2011,August,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,865745
2011,September,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,4,2,865745
2011,October,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,3,1,865745
2011,November,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,1,5,865745
2011,December,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,0,4,4,865745
2012,January,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,764533
2012,February,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,5,3,0,764533
2012,March,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,1,1,764533
2012,April,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,2,5,1,764533
2012,May,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,2,2,764533
2012,June,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,1,1,764533
2012,July,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,1,3,4,764533
2012,August,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,4,0,4,764533
2012,September,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,7,0,1,764533
2012,October,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,3,2,3,764533
2012,November,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,6,2,0,764533
2012,December,Club,EPL,Man City,NA,NA,Damian Hancock,Joshua Little,8,8,0,0,764533
2010,January,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,2,1,634623
2010,February,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,1,2,634623
2010,March,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,1,3,4,634623
2010,April,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,4,2,2,634623
2010,May,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,0,3,634623
2010,June,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,634623
2010,July,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,5,1,634623
2010,August,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,1,0,634623
2010,September,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,1,7,0,634623
2010,October,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,0,1,634623
2010,November,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,634623
2010,December,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,1,0,634623
2011,January,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,0,1,745635
2011,February,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,0,6,2,745635
2011,March,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,745635
2011,April,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,3,3,745635
2011,May,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,0,2,745635
2011,June,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,2,1,745635
2011,July,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,4,2,745635
2011,August,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,7,1,0,745635
2011,September,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,3,2,745635
2011,October,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,0,7,1,745635
2011,November,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,1,4,745635
2011,December,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,2,4,745635
2012,January,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,2,4,400000
2012,February,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,4,3,1,400000
2012,March,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,2,0,400000
2012,April,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,2,0,400000
2012,May,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,6,1,1,400000
2012,June,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,2,4,400000
2012,July,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,4,3,1,400000
2012,August,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,5,3,0,400000
2012,September,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,1,4,400000
2012,October,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,3,3,2,400000
2012,November,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,8,0,0,400000
2012,December,Club,EPL,ManUtd,NA,NA,Theodore Mcguire,Baxter Stephens,8,2,4,2,400000
2010,January,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,2,5,7457457
2010,February,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,4,3,7457457
2010,March,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,4,3,1,7457457
2010,April,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,6,1,1,7457457
2010,May,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,3,4,7457457
2010,June,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,1,6,7457457
2010,July,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,3,2,7457457
2010,August,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,3,2,7457457
2010,September,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,4,3,7457457
2010,October,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,3,2,7457457
2010,November,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,1,4,7457457
2010,December,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,4,1,7457457
2010,January,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,1,3,7567454
2010,February,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,5,1,7567454
2010,March,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,4,1,7567454
2010,April,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,3,1,7567454
2010,May,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,1,5,7567454
2010,June,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,5,0,7567454
2010,July,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,1,4,7567454
2010,August,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7567454
2010,September,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,3,0,7567454
2010,October,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,3,2,7567454
2010,November,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,5,0,7567454
2010,December,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,3,0,7567454
2010,January,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,5674576
2010,February,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,4,2,5674576
2010,March,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,5674576
2010,April,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,3,3,2,5674576
2010,May,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,1,1,5674576
2010,June,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,2,1,5674576
2010,July,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,1,4,3,5674576
2010,August,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,2,0,5674576
2010,September,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,1,3,5674576
2010,October,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,1,0,5674576
2010,November,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,1,5,5674576
2010,December,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,1,0,5674576
2010,January,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,2,1,4576456
2010,February,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,5,2,4576456
2010,March,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,2,3,4576456
2010,April,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,2,3,4576456
2010,May,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,2,0,4576456
2010,June,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,4,3,4576456
2010,July,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,3,2,4576456
2010,August,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,4,2,4576456
2010,September,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,1,6,4576456
2010,October,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,2,1,4576456
2010,November,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,1,3,4576456
2010,December,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,5,1,4576456
2010,January,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,3,2,7856756
2010,February,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,2,2,7856756
2010,March,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,2,3,3,7856756
2010,April,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,0,4,7856756
2010,May,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,2,1,7856756
2010,June,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,0,2,6,7856756
2010,July,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,2,6,8,7856756
2010,August,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,5,0,7856756
2010,September,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,2,2,7856756
2010,October,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,1,1,6,7856756
2010,November,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,1,1,7856756
2010,December,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,2,1,7856756
2010,January,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,2,0,7687567
2010,February,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,3,2,7687567
2010,March,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,2,2,7687567
2010,April,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,4,3,7687567
2010,May,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,4,1,7687567
2010,June,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,2,2,7687567
2010,July,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,7687567
2010,August,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,1,6,7687567
2010,September,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,2,2,4,7687567
2010,October,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,0,4,4,7687567
2010,November,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,2,2,7687567
2010,December,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,0,4,7687567
2010,January,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,1,4,5678647
2010,February,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,1,1,5678647
2010,March,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,1,2,5678647
2010,April,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,1,2,5678647
2010,May,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,2,1,5,5678647
2010,June,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,0,2,5678647
2010,July,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,7,0,1,5678647
2010,August,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,1,3,5678647
2010,September,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,5678647
2010,October,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,4,0,5678647
2010,November,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,5,0,5678647
2010,December,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,1,6,1,5678647
2010,January,International,NA,NA,Will Smith,Netherlands,NA,NA,8,2,4,2,8567434
2010,February,International,NA,NA,Will Smith,Netherlands,NA,NA,8,1,6,1,8567434
2010,March,International,NA,NA,Will Smith,Netherlands,NA,NA,8,8,0,0,8567434
2010,April,International,NA,NA,Will Smith,Netherlands,NA,NA,8,1,1,6,8567434
2010,May,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,8567434
2010,June,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,2,1,8567434
2010,July,International,NA,NA,Will Smith,Netherlands,NA,NA,8,2,3,3,8567434
2010,August,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,8567434
2010,September,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,3,0,8567434
2010,October,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,0,2,8567434
2010,November,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,2,0,8567434
2010,December,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,1,4,8567434
2010,January,International,NA,NA,William Price,Portugal,NA,NA,8,4,2,2,5474574
2010,February,International,NA,NA,William Price,Portugal,NA,NA,8,4,2,2,5474574
2010,March,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,5474574
2010,April,International,NA,NA,William Price,Portugal,NA,NA,8,5,3,0,5474574
2010,May,International,NA,NA,William Price,Portugal,NA,NA,8,4,2,2,5474574
2010,June,International,NA,NA,William Price,Portugal,NA,NA,8,1,1,6,5474574
2010,July,International,NA,NA,William Price,Portugal,NA,NA,8,7,1,0,5474574
2010,August,International,NA,NA,William Price,Portugal,NA,NA,8,3,2,3,5474574
2010,September,International,NA,NA,William Price,Portugal,NA,NA,8,4,0,4,5474574
2010,October,International,NA,NA,William Price,Portugal,NA,NA,8,1,3,4,5474574
2010,November,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,5474574
2010,December,International,NA,NA,William Price,Portugal,NA,NA,8,7,0,1,5474574
2010,January,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,5,2,8567577
2010,February,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,3,0,8567577
2010,March,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,2,2,8567577
2010,April,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,0,3,5,8567577
2010,May,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,1,3,8567577
2010,June,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,2,5,1,8567577
2010,July,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,4,0,8567577
2010,August,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,8,0,0,8567577
2010,September,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,1,6,8567577
2010,October,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,3,3,2,8567577
2010,November,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,1,2,8567577
2010,December,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,1,1,8567577
2011,January,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,2,6,0,6546344
2011,February,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,8,0,0,6546344
2011,March,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,3,0,6546344
2011,April,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,2,3,6546344
2011,May,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,4,2,2,6546344
2011,June,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,1,4,6546344
2011,July,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,0,1,7,6546344
2011,August,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,8,0,0,6546344
2011,September,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,7,0,1,6546344
2011,October,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,2,1,6546344
2011,November,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,4,1,6546344
2011,December,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,2,5,6546344
2011,January,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,1,4,3,7645764
2011,February,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7645764
2011,March,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,4,0,7645764
2011,April,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,6,2,0,7645764
2011,May,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7645764
2011,June,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,3,0,7645764
2011,July,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,5,0,7645764
2011,August,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,0,4,4,7645764
2011,September,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7645764
2011,October,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,1,3,7645764
2011,November,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7645764
2011,December,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,3,3,7645764
2011,January,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,3,3,2,7674564
2011,February,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,2,0,7674564
2011,March,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,3,2,3,7674564
2011,April,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7674564
2011,May,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,2,0,7674564
2011,June,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,6,0,2,7674564
